"paper_id","rel_path","type_gt","group_gt","data_granularity_gt","validated_at","annotator","data_format_gt"
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Data/Data_merged_nomissings_mod2b.csv","data","shared","combined","2026-03-30T14:54:24","Levi Baruch","tabular"
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Data/Data_Study1.csv","data","ex1","combined","2026-03-30T14:54:37","Levi Baruch","tabular"
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Data/Data_Study2ab.csv","data","ex2ab","combined","2026-03-30T14:54:43","Levi Baruch","tabular"
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Data/Data_Study3.csv","data","ex3","combined","2026-03-30T14:54:47","Levi Baruch","tabular"
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Data/Data_Study4.csv","data","ex4","combined","2026-03-30T14:54:52","Levi Baruch","tabular"
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/R-code/PooledAnalyses_inclData2a.R","code","ex2a",NA,"2026-03-30T14:55:00","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/R-code/PooledAnalyses_inclData2b.R","code","ex2b",NA,"2026-03-30T14:55:04","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Results_OverviewSamples_20180126_Demographics.csv","output","shared",NA,"2026-03-30T14:55:27","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Results_OverviewSamples_20180126_Forest Plots.csv","output","shared",NA,"2026-03-30T14:55:27","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Results_OverviewSamples_20180126_Model Results.csv","output","shared",NA,"2026-03-30T14:55:28","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Results_OverviewSamples_20180126_Moderation - Model Fit.csv","output","shared",NA,"2026-03-30T14:55:28","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Results_OverviewSamples_20180126_Moderation - Results.csv","output","shared",NA,"2026-03-30T14:55:29","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Results_OverviewSamples_20180126_Power Posthoc.csv","output","shared",NA,"2026-03-30T14:55:29","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Results_OverviewSamples_20180126_Scatterplots.csv","output","shared",NA,"2026-03-30T14:55:30","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Supplemental Material_Figure_S1.docx","supplemental","shared",NA,"2026-03-30T14:55:31","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Supplemental Material_Figure_S2.docx","supplemental","shared",NA,"2026-03-30T14:55:31","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Supplemental Material_Table_S1.docx","supplemental","shared",NA,"2026-03-30T14:55:32","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Supplemental Material_Table_S2.docx","supplemental","shared",NA,"2026-03-30T14:55:32","Levi Baruch",NA
"0956797618774252","hp2wx/Daily_conversations_and_well-being_A/Supplemental_Material/Supplemental Material_Table_S3.docx","supplemental","shared",NA,"2026-03-30T14:55:33","Levi Baruch",NA
